date_today,age_years,weight_kg_today,sleep_score_today,sleep_hours_today,sleep_efficiency_pct_today,resting_hr_bpm_today,hrv_ms_today,body_battery_today,stress_score_today,soreness_score_today,vo2max_est_today,respiration_rate_sleep_today,spo2_avg_pct_today,hydration_l_today,yesterday_activity_type,yesterday_duration_min,yesterday_distance_km,yesterday_avg_hr_bpm,yesterday_max_hr_bpm,yesterday_training_rpe,yesterday_training_load,yesterday_steps,yesterday_calories_burned,acute_load_3d,rolling_load_7d,recovery_signal,readiness_score_today,suggested_activity_today,actual_activity_type_today,actual_duration_min_today
2025-01-21,30,97.8,67,5.55,70.0,59,40,55,88,7,41.2,15.3,97.3,3.33,Weightlifting,62,0.0,121,171,8,626,8673,3208,279.3,252.3,53,42,Rest / Mobility,Intermediate Run,48
2025-01-22,30,97.7,75,6.52,70.0,65,40,73,73,7,41.2,14.3,97.5,2.61,Intermediate Run,48,6.06,142,168,5,300,13562,2947,312.3,278.0,58,50,Recovery Walk,Weightlifting,54
2025-01-23,30,97.7,70,6.46,79.8,61,38,42,59,8,41.1,16.4,97.0,3.21,Weightlifting,54,0.0,111,161,6,401,8590,2907,442.3,302.6,53,38,Rest / Mobility,Recovery Walk,65
2025-01-24,30,98.2,88,6.21,70.0,56,38,76,51,5,41.0,16.0,96.9,2.16,Recovery Walk,65,5.22,97,120,4,218,12809,2873,306.3,295.0,69,68,Intermediate Run,Weightlifting,55
2025-01-25,30,98.4,82,6.82,76.1,56,31,50,38,7,41.0,15.3,97.7,3.04,Weightlifting,55,0.0,109,144,7,472,9069,2941,363.7,318.4,62,53,Recovery Walk,Recovery Ride,58
2025-01-26,30,98.1,75,6.36,75.2,57,39,56,63,7,41.0,16.3,96.6,2.58,Recovery Ride,58,15.41,124,142,4,219,8277,2735,303.0,321.0,59,51,Recovery Walk,Rest / Mobility,21
2025-01-27,30,98.2,88,5.28,87.5,54,36,92,53,4,41.0,15.2,97.1,2.11,Rest / Mobility,21,0.0,74,89,1,25,6304,2408,238.7,323.0,72,72,Intermediate Run,Weightlifting,53
2025-01-28,30,98.2,88,6.99,70.6,59,51,72,35,8,41.0,15.1,96.9,3.52,Weightlifting,53,0.0,111,149,5,294,8180,2889,179.3,275.6,69,66,Easy Run,Intermediate Run,41
2025-01-29,30,98.2,89,6.72,78.1,59,40,64,66,4,41.1,15.0,97.8,3.13,Intermediate Run,41,6.09,138,170,6,333,12790,2678,217.3,280.3,66,67,Weightlifting,Weightlifting,53
2025-01-30,30,98.4,74,5.97,81.9,61,46,52,56,8,41.0,16.6,97.3,2.34,Weightlifting,53,0.0,113,149,9,538,10103,2844,388.3,299.9,58,40,Rest / Mobility,Intermediate Run,49
2025-01-31,30,98.4,75,5.71,82.4,55,46,71,59,8,41.0,14.8,97.2,2.32,Intermediate Run,49,6.44,143,167,6,342,12958,3118,404.3,317.6,63,48,Recovery Walk,Recovery Ride,41
2025-02-01,30,98.6,91,7.16,77.9,58,59,67,76,7,41.1,16.4,97.2,2.67,Recovery Ride,41,15.85,133,163,4,176,9956,2709,352.0,275.3,68,66,Weightlifting,Long Run,78
2025-02-02,30,98.9,82,7.23,78.5,54,46,61,71,8,41.2,15.9,96.6,2.98,Long Run,78,8.65,132,160,6,616,14335,3479,378.0,332.0,63,49,Recovery Walk,Rest / Mobility,37
2025-02-03,30,99.0,89,6.36,77.4,57,47,83,55,4,41.1,15.7,97.4,3.08,Rest / Mobility,37,0.0,85,101,1,16,9116,2664,269.3,330.7,72,72,Intermediate Run,Weightlifting,61
2025-02-04,30,99.0,59,5.83,75.3,57,41,58,60,5,41.0,15.2,97.1,3.55,Weightlifting,61,0.0,108,149,9,706,11246,3121,446.0,389.6,58,43,Rest / Mobility,Intermediate Run,55
2025-02-05,30,99.0,78,5.97,89.4,58,50,67,66,10,41.0,15.5,97.2,2.8,Intermediate Run,55,8.13,143,167,6,434,13288,3033,385.3,404.0,60,45,Rest / Mobility,Weightlifting,71
2025-02-06,30,99.0,72,5.54,76.4,57,31,61,73,5,41.1,16.1,97.6,3.44,Weightlifting,71,0.0,116,149,7,531,9176,3104,557.0,403.0,58,47,Rest / Mobility,Tempo Run,50
2025-02-07,30,99.0,82,6.21,78.5,56,35,81,71,6,41.2,15.8,97.9,3.2,Tempo Run,50,6.37,164,190,9,620,11122,3371,528.3,442.7,65,49,Recovery Walk,Weightlifting,44
2025-02-08,30,98.7,80,6.72,82.1,64,44,63,51,9,41.2,15.4,97.4,3.45,Weightlifting,44,0.0,128,177,5,272,12410,2824,474.3,456.4,59,42,Rest / Mobility,Intermediate Run,55
2025-02-09,30,98.6,70,6.27,72.1,56,53,74,64,9,41.0,15.6,97.0,2.95,Intermediate Run,55,6.56,149,171,5,313,12518,3071,401.7,413.1,62,46,Rest / Mobility,Rest / Mobility,21
2025-02-10,30,98.6,89,6.93,79.9,56,45,82,45,6,41.0,15.1,96.9,2.98,Rest / Mobility,21,0.0,87,109,2,10,7602,2351,198.3,412.3,72,72,Intermediate Run,Weightlifting,40
2025-02-11,30,98.7,79,7.02,90.2,60,36,76,46,8,41.0,15.5,96.6,2.84,Weightlifting,40,0.0,118,164,8,338,9319,2676,220.3,359.7,63,47,Rest / Mobility,Intermediate Run,43
2025-02-12,30,98.6,72,6.38,79.2,59,55,52,71,9,41.1,14.8,97.3,2.61,Intermediate Run,43,5.65,142,162,7,394,11617,2814,247.3,354.0,58,46,Rest / Mobility,Weightlifting,51
2025-02-13,30,98.6,69,5.81,83.9,59,50,53,63,8,41.0,16.0,97.0,3.39,Weightlifting,51,0.0,105,136,9,484,9876,2896,405.3,347.3,57,38,Rest / Mobility,Easy Run,46
2025-02-14,30,98.8,81,7.48,74.1,57,48,71,55,5,41.0,14.8,97.2,2.93,Easy Run,46,5.41,137,159,5,212,9436,2743,363.3,289.0,69,60,Weightlifting,Weightlifting,65
2025-02-15,30,98.8,75,6.35,84.2,58,46,53,62,7,41.0,15.8,97.0,2.69,Weightlifting,65,0.0,115,162,6,514,9185,3307,403.3,323.6,60,50,Recovery Walk,Intermediate Run,56
2025-02-16,30,98.6,67,7.22,77.0,63,42,49,60,9,41.0,16.3,97.7,2.89,Intermediate Run,56,8.01,139,169,7,500,13969,3147,408.7,350.3,54,39,Rest / Mobility,Rest / Mobility,32
2025-02-17,30,98.5,84,6.51,73.2,56,44,67,44,9,41.0,14.7,98.0,3.55,Rest / Mobility,32,0.0,84,104,2,11,9369,2108,341.7,350.4,65,51,Recovery Walk,Weightlifting,50
2025-02-18,30,98.5,75,6.98,79.1,56,35,46,58,6,41.0,16.4,97.7,3.06,Weightlifting,50,0.0,103,147,8,487,9674,2909,332.7,371.7,59,46,Rest / Mobility,Intermediate Run,38
2025-02-19,30,98.4,81,6.26,71.4,60,37,70,58,6,41.0,15.5,97.6,2.03,Intermediate Run,38,5.54,152,172,5,215,12785,2721,237.7,346.1,63,56,Recovery Walk,Weightlifting,70
2025-02-20,30,98.3,84,6.32,73.8,61,37,74,66,9,41.2,16.2,96.8,2.56,Weightlifting,70,0.0,110,139,5,428,10542,3118,376.7,338.1,60,46,Rest / Mobility,Intermediate Run,52
2025-02-21,30,98.3,64,5.23,85.4,56,40,68,73,7,41.2,15.3,97.2,3.01,Intermediate Run,52,6.89,138,160,6,338,12082,2821,327.0,356.1,57,48,Recovery Walk,Weightlifting,49
2025-02-22,30,98.3,76,6.49,82.2,56,39,64,68,7,41.2,15.7,97.2,2.73,Weightlifting,49,0.0,126,176,8,496,10825,3048,420.7,353.6,61,47,Rest / Mobility,Intermediate Run,53
2025-02-23,30,98.1,80,6.35,73.3,62,40,64,74,8,41.1,15.0,97.5,3.05,Intermediate Run,53,6.34,151,184,6,399,13027,2858,411.0,339.1,58,43,Rest / Mobility,Rest / Mobility,32
2025-02-24,30,98.3,93,6.45,73.0,60,31,89,48,7,41.0,15.4,97.1,2.88,Rest / Mobility,32,0.0,76,100,1,26,7803,2377,307.0,341.3,68,67,Weightlifting,Weightlifting,62
2025-02-25,30,98.2,76,6.83,90.1,61,41,75,58,7,41.0,15.4,96.4,3.61,Weightlifting,62,0.0,102,134,8,552,11499,3262,325.7,350.6,62,49,Recovery Walk,Intermediate Run,54
2025-02-26,30,98.2,78,7.17,71.7,58,41,65,63,6,41.0,15.6,96.7,2.95,Intermediate Run,54,7.6,147,173,6,352,13560,2908,310.0,370.1,63,54,Recovery Walk,Weightlifting,68
2025-02-27,30,98.6,82,6.48,76.3,56,37,96,51,6,41.0,14.5,97.0,3.41,Weightlifting,68,0.0,117,152,7,563,11081,3186,489.0,389.4,70,59,Easy Run,Tempo Run,47
2025-02-28,30,98.6,75,6.93,84.1,60,53,80,56,3,41.1,15.4,97.0,2.61,Tempo Run,47,6.45,159,187,9,532,8916,3077,482.3,417.1,70,55,Recovery Walk,Recovery Ride,50
2025-03-01,30,98.6,94,7.51,83.0,58,50,99,35,5,41.0,15.5,97.9,3.11,Recovery Ride,50,18.56,120,142,3,141,11279,2656,412.0,366.4,79,76,Intermediate Run,Long Run,95
2025-03-02,30,98.5,52,5.62,78.5,57,35,52,65,5,41.0,14.8,97.3,3.21,Long Run,95,10.01,143,167,7,804,16386,3929,492.3,424.3,54,43,Rest / Mobility,Rest / Mobility,29
2025-03-03,30,98.3,95,7.28,79.4,57,47,84,52,3,41.2,15.7,96.8,3.02,Rest / Mobility,29,0.0,86,103,2,13,8570,2477,319.3,422.4,76,74,Intermediate Run,Weightlifting,48
2025-03-04,30,97.8,80,5.81,74.4,59,38,71,56,10,41.1,15.4,96.8,3.62,Weightlifting,48,0.0,103,137,8,456,10169,2918,424.3,408.7,60,40,Rest / Mobility,Intermediate Run,48
2025-03-05,30,97.7,73,6.26,71.8,60,47,42,60,5,41.0,16.1,96.7,3.22,Intermediate Run,48,5.48,139,164,7,369,9772,2884,279.3,411.1,59,51,Recovery Walk,Weightlifting,60
2025-03-06,30,97.5,68,6.29,83.4,57,30,47,50,9,41.0,15.7,96.9,2.91,Weightlifting,60,0.0,114,142,7,475,7896,3087,433.3,398.6,54,38,Rest / Mobility,Weightlifting,75
2025-03-07,30,97.7,69,6.89,74.3,60,37,58,55,8,41.0,14.6,97.4,2.07,Weightlifting,75,0.0,109,155,9,710,12593,3219,518.0,424.0,57,37,Rest / Mobility,Weightlifting,48
2025-03-08,30,97.5,73,7.07,70.0,58,48,86,55,6,41.1,16.4,97.2,3.29,Weightlifting,48,0.0,110,147,7,383,9287,2916,522.7,458.6,68,56,Recovery Walk,Intermediate Run,48
2025-03-09,30,97.7,92,6.9,83.5,58,39,88,47,7,41.2,16.2,97.0,2.42,Intermediate Run,48,5.81,142,169,5,285,12176,2669,459.3,384.4,71,67,Weightlifting,Rest / Mobility,40
2025-03-10,30,97.7,93,7.57,86.4,55,52,74,61,5,41.2,15.3,97.1,1.95,Rest / Mobility,40,0.0,87,108,1,24,7432,2672,230.7,386.0,73,73,Intermediate Run,Weightlifting,46
2025-03-11,30,97.5,83,6.72,78.3,57,40,77,58,9,41.3,15.0,97.6,3.59,Weightlifting,46,0.0,105,143,5,304,10378,2929,204.3,364.3,64,52,Recovery Walk,Intermediate Run,54
2025-03-12,30,97.7,64,6.59,70.0,58,43,50,45,6,41.3,15.9,97.1,3.04,Intermediate Run,54,6.76,151,176,6,383,11270,2799,237.0,366.3,59,52,Recovery Walk,Weightlifting,48
2025-03-13,30,98.0,77,5.67,78.0,60,54,61,76,7,41.3,15.6,97.5,3.67,Weightlifting,48,0.0,111,149,9,550,8683,2997,412.3,377.0,60,46,Rest / Mobility,Intermediate Run,45
2025-03-14,30,98.0,91,6.37,71.9,58,44,86,55,5,41.3,14.6,97.0,2.99,Intermediate Run,45,5.27,144,169,6,342,11387,2977,425.0,324.4,71,68,Intermediate Run,Weightlifting,71
2025-03-15,30,97.9,75,6.75,85.7,57,44,60,48,10,41.2,14.6,97.8,2.93,Weightlifting,71,0.0,119,155,7,574,9682,3404,488.7,351.7,60,44,Rest / Mobility,Recovery Ride,60
2025-03-16,30,98.1,83,5.98,78.8,60,42,51,55,7,41.1,15.7,97.5,2.62,Recovery Ride,60,18.72,136,157,5,329,8481,3125,415.0,358.0,60,50,Recovery Walk,Rest / Mobility,37
2025-03-17,30,98.2,98,6.59,85.9,54,46,59,55,6,41.3,15.0,96.2,2.89,Rest / Mobility,37,0.0,72,95,2,16,11280,2565,306.3,356.9,70,69,Intermediate Run,Weightlifting,68
2025-03-18,30,98.5,69,5.58,80.8,57,36,54,68,6,41.2,15.6,96.6,3.01,Weightlifting,68,0.0,126,164,5,434,10570,3119,259.7,375.4,57,49,Recovery Walk,Recovery Ride,66
2025-03-19,30,98.3,80,7.43,81.3,61,44,69,53,6,41.3,15.3,98.0,3.02,Recovery Ride,66,18.06,127,148,4,267,10306,2784,239.0,358.9,65,58,Weightlifting,Weightlifting,64
2025-03-20,30,98.2,79,6.9,75.3,53,37,56,47,7,41.3,16.0,97.2,3.29,Weightlifting,64,0.0,104,146,9,674,10806,3290,458.3,376.6,64,49,Recovery Walk,Tempo Run,51
2025-03-21,30,98.1,71,6.87,78.7,57,38,56,61,8,41.2,15.6,97.2,2.88,Tempo Run,51,8.0,163,187,9,526,11784,3392,489.0,402.9,58,38,Rest / Mobility,Weightlifting,74
2025-03-22,30,98.1,78,6.95,75.0,60,46,54,67,9,41.0,15.2,97.7,2.75,Weightlifting,74,0.0,121,169,5,386,9683,2981,528.7,376.0,58,42,Rest / Mobility,Intermediate Run,56
2025-03-23,30,98.3,76,6.05,76.4,62,40,74,75,9,41.0,14.6,97.4,3.0,Intermediate Run,56,6.96,148,177,5,342,10380,2869,418.0,377.9,57,41,Rest / Mobility,Rest / Mobility,40
2025-03-24,30,98.1,93,6.8,84.6,53,40,89,49,6,41.0,16.5,98.0,2.53,Rest / Mobility,40,0.0,84,108,2,23,10993,2603,250.3,378.9,74,73,Intermediate Run,Weightlifting,46
2025-03-25,30,97.9,83,6.72,82.6,65,34,51,55,5,41.0,15.1,96.7,2.63,Weightlifting,46,0.0,101,133,7,360,8593,2919,241.7,368.3,59,52,Recovery Walk,Intermediate Run,52
2025-03-26,30,97.9,78,6.93,74.7,59,27,41,61,7,41.0,15.7,97.5,3.62,Intermediate Run,52,6.93,147,170,6,368,11112,2873,250.3,382.7,55,47,Rest / Mobility,Weightlifting,72
2025-03-27,30,98.1,83,6.67,89.2,62,37,68,59,4,41.0,15.0,97.5,2.74,Weightlifting,72,0.0,106,145,5,411,13620,2819,379.7,345.1,64,54,Recovery Walk,Intermediate Run,37
2025-03-28,30,98.0,85,7.1,78.5,58,48,66,66,5,41.1,16.0,97.1,2.52,Intermediate Run,37,4.24,149,171,6,260,11433,2673,346.3,307.1,67,65,Weightlifting,Weightlifting,53
2025-03-29,30,97.8,96,7.46,86.2,58,52,69,48,4,41.2,15.2,97.1,3.74,Weightlifting,53,0.0,117,161,7,434,9276,2937,368.3,314.0,74,65,Easy Run,Long Run,83
2025-03-30,30,98.1,68,6.93,71.3,54,31,59,40,5,41.1,15.3,98.1,2.9,Long Run,83,10.4,145,169,6,614,13904,3427,436.0,352.9,63,52,Recovery Walk,Easy Run,30
2025-03-31,30,98.3,82,6.23,72.5,57,43,74,50,4,41.0,15.6,96.6,2.94,Easy Run,30,4.06,129,157,4,141,10518,2626,396.3,369.7,69,59,Weightlifting,Weightlifting,55
2025-04-01,30,98.2,84,6.09,75.7,57,62,74,63,8,41.0,15.1,96.6,4.04,Weightlifting,55,0.0,117,151,9,541,9481,3040,432.0,395.6,68,48,Recovery Walk,Intermediate Run,49
2025-04-02,30,98.4,84,7.37,79.3,57,49,61,73,10,41.0,15.6,97.6,2.99,Intermediate Run,49,5.84,144,174,5,279,9394,2796,320.3,382.9,61,47,Rest / Mobility,Weightlifting,65
2025-04-03,30,98.4,63,6.66,81.8,58,32,44,64,7,41.0,14.7,97.2,3.04,Weightlifting,65,0.0,102,153,9,742,10393,3164,520.7,430.1,53,38,Rest / Mobility,Recovery Ride,62
2025-04-04,30,98.3,88,5.99,71.1,57,42,82,88,5,41.0,15.2,96.9,3.06,Recovery Ride,62,19.6,124,145,4,257,10543,2886,426.0,429.7,66,62,Weightlifting,Easy Run,48
2025-04-05,30,98.5,89,7.21,78.8,58,39,76,46,6,41.0,15.1,96.1,2.85,Easy Run,48,5.43,131,154,5,230,11330,2566,409.7,400.6,69,65,Weightlifting,Long Run,62
2025-04-06,30,98.5,86,5.98,73.1,62,42,73,57,7,41.0,14.5,96.5,2.65,Long Run,62,6.77,146,173,8,610,13966,3561,365.7,400.0,63,49,Recovery Walk,Rest / Mobility,32
2025-04-07,30,98.7,90,6.16,84.7,57,54,82,69,5,41.1,14.6,97.0,2.75,Rest / Mobility,32,0.0,75,92,2,24,8139,2316,288.0,383.3,71,70,Intermediate Run,Weightlifting,51
2025-04-08,30,98.7,83,7.04,70.0,58,48,55,68,6,41.2,15.1,96.2,2.92,Weightlifting,51,0.0,127,177,7,467,10987,2761,367.0,372.7,63,53,Recovery Walk,Intermediate Run,56
2025-04-09,30,98.7,85,7.05,79.7,58,44,75,52,7,41.4,16.1,96.6,2.88,Intermediate Run,56,6.46,139,162,6,374,15260,2940,288.3,386.3,67,66,Weightlifting,Weightlifting,49
2025-04-10,30,98.4,83,6.45,80.1,62,27,55,72,7,41.6,14.9,96.8,2.91,Weightlifting,49,0.0,117,158,8,471,11061,3128,437.3,347.6,56,41,Rest / Mobility,Tempo Run,48
2025-04-11,30,98.1,83,6.76,83.3,61,37,66,66,6,41.6,15.8,97.5,2.9,Tempo Run,48,6.12,160,186,9,590,11353,3310,478.3,395.1,62,47,Rest / Mobility,Easy Run,47
2025-04-12,30,98.1,98,7.15,87.0,61,55,84,56,8,41.6,15.4,97.4,3.41,Easy Run,47,5.41,135,155,4,186,11014,2781,415.7,388.9,71,62,Weightlifting,Long Run,83
2025-04-13,30,98.0,73,7.82,70.4,59,51,65,59,5,41.6,15.8,96.4,2.5,Long Run,83,10.1,142,161,7,695,15903,3663,490.3,401.0,65,54,Recovery Walk,Weightlifting,72
2025-04-14,30,98.0,66,7.11,70.6,54,36,63,53,8,41.5,16.1,96.8,2.37,Weightlifting,72,0.0,122,165,8,698,10441,3524,526.3,497.3,60,39,Rest / Mobility,Weightlifting,68
2025-04-15,30,98.1,89,6.97,80.5,59,43,56,55,8,41.4,16.0,97.9,3.83,Weightlifting,68,0.0,117,150,5,396,9754,2894,596.3,487.1,63,53,Recovery Walk,Easy Run,39
2025-04-16,30,98.2,77,5.92,76.6,62,26,76,54,5,41.6,16.0,97.8,3.31,Easy Run,39,4.33,133,159,5,185,10755,2667,426.3,460.1,61,50,Recovery Walk,Weightlifting,71
2025-04-17,30,98.5,74,6.63,84.7,57,40,40,61,5,41.5,16.1,96.9,3.17,Weightlifting,71,0.0,119,163,5,421,12205,3057,334.0,453.0,59,49,Recovery Walk,Intermediate Run,52
2025-04-18,30,98.2,77,5.5,92.1,57,31,62,64,7,41.5,16.0,96.9,2.8,Intermediate Run,52,7.43,143,171,5,332,13149,2943,312.7,416.1,58,49,Recovery Walk,Weightlifting,53
2025-04-19,30,98.0,86,6.15,79.3,57,51,66,78,7,41.5,16.0,96.9,2.86,Weightlifting,53,0.0,115,146,6,350,7164,2928,367.7,439.6,64,61,Easy Run,Recovery Ride,63
2025-04-20,30,97.9,81,5.63,78.6,59,53,66,63,8,41.5,15.4,97.4,2.93,Recovery Ride,63,18.56,120,145,3,197,10801,2979,293.0,368.4,63,50,Recovery Walk,Rest / Mobility,38
2025-04-21,30,98.0,79,5.0,81.3,54,47,71,70,2,41.4,15.1,97.5,3.38,Rest / Mobility,38,0.0,83,108,2,15,8096,2641,187.3,270.9,68,62,Weightlifting,Weightlifting,48
2025-04-22,30,98.3,68,5.3,84.3,57,39,60,65,9,41.4,15.2,97.1,2.68,Weightlifting,48,0.0,126,161,6,364,10372,2817,192.0,266.3,55,44,Rest / Mobility,Easy Run,47
2025-04-23,30,98.2,77,6.17,77.3,60,53,67,72,5,41.4,15.2,97.3,2.75,Easy Run,47,5.57,131,154,6,278,12597,2783,219.0,279.6,64,58,Weightlifting,Weightlifting,72
2025-04-24,30,98.3,89,6.82,70.0,58,26,75,59,8,41.4,16.0,97.3,3.5,Weightlifting,72,0.0,123,154,6,560,10502,3213,400.7,299.4,63,55,Recovery Walk,Easy Run,31
2025-04-25,30,98.2,92,6.59,79.8,56,31,79,59,8,41.3,16.1,98.4,2.46,Easy Run,31,4.33,130,159,4,120,12065,2347,319.3,269.1,66,60,Weightlifting,Weightlifting,60
2025-04-26,30,98.2,87,7.0,75.5,56,28,83,37,7,41.3,15.6,96.6,4.24,Weightlifting,60,0.0,127,163,8,565,10111,3130,415.0,299.9,68,54,Recovery Walk,Long Run,72
2025-04-27,30,98.1,76,6.12,86.9,60,37,76,60,7,41.2,15.1,97.5,2.57,Long Run,72,8.78,143,169,6,557,13612,3534,414.0,351.3,61,51,Recovery Walk,Easy Run,42
2025-04-28,30,98.1,79,6.09,77.9,54,31,69,55,8,41.2,16.0,98.0,3.24,Easy Run,42,5.27,134,163,5,217,10098,2773,446.3,380.1,62,46,Rest / Mobility,Weightlifting,40
2025-04-29,30,98.1,90,7.53,78.6,62,41,67,64,8,41.3,15.2,96.3,3.21,Weightlifting,40,0.0,126,177,5,246,8198,2995,340.0,363.3,63,56,Recovery Walk,Intermediate Run,56
2025-04-30,30,98.3,72,6.05,73.2,58,48,52,75,10,41.4,16.3,96.6,2.89,Intermediate Run,56,7.72,151,172,7,469,11789,3186,310.7,390.6,55,41,Rest / Mobility,Recovery Ride,48
2025-05-01,30,98.2,68,5.0,75.3,56,43,53,60,5,41.3,16.2,96.8,2.9,Recovery Ride,48,16.04,128,150,4,189,10616,2704,301.3,337.6,59,51,Recovery Walk,Intermediate Run,50
2025-05-02,30,98.0,83,5.0,83.6,56,35,64,61,7,41.4,15.0,97.9,2.22,Intermediate Run,50,7.08,152,182,5,272,11956,2849,310.0,359.3,61,53,Recovery Walk,Weightlifting,69
2025-05-03,30,98.1,76,7.04,77.9,59,46,70,68,8,41.6,15.4,98.6,2.67,Weightlifting,69,0.0,102,133,6,476,11791,2894,312.3,346.6,62,49,Recovery Walk,Intermediate Run,48
2025-05-04,30,98.0,69,6.86,78.3,59,52,52,62,8,41.5,15.4,96.6,2.58,Intermediate Run,48,5.67,149,183,5,315,13054,2848,354.3,312.0,59,45,Rest / Mobility,Rest / Mobility,28
2025-05-05,30,98.1,84,6.11,81.2,60,58,81,58,5,41.6,16.4,96.9,2.48,Rest / Mobility,28,0.0,74,96,2,18,6799,2582,269.7,283.6,70,63,Weightlifting,Weightlifting,45
2025-05-06,30,98.2,82,6.86,87.1,56,38,70,59,7,41.6,15.9,98.1,2.48,Weightlifting,45,0.0,112,162,6,286,8658,2896,206.3,289.3,64,58,Easy Run,Intermediate Run,58
2025-05-07,30,98.2,78,6.95,80.5,57,40,68,55,7,41.5,16.1,97.8,3.05,Intermediate Run,58,8.0,141,167,7,453,12916,3061,252.3,287.0,64,57,Recovery Walk,Weightlifting,53
2025-05-08,30,98.1,75,5.43,85.4,59,53,56,71,8,41.5,15.2,98.0,3.09,Weightlifting,53,0.0,117,147,6,379,9590,2917,372.7,314.1,59,45,Rest / Mobility,Tempo Run,49
2025-05-09,30,98.1,78,7.02,79.0,59,61,47,64,5,41.4,15.5,96.9,2.89,Tempo Run,49,5.9,161,184,7,477,9214,3363,436.3,343.4,64,53,Recovery Walk,Weightlifting,48
2025-05-10,30,98.0,74,6.99,76.9,59,30,62,45,8,41.4,15.4,97.3,2.83,Weightlifting,48,0.0,117,147,6,326,10815,2614,394.0,322.0,59,44,Rest / Mobility,Long Run,61
2025-05-11,30,98.1,88,7.66,92.5,60,28,87,63,6,41.3,15.5,96.9,3.33,Long Run,61,6.32,143,165,6,444,10668,3352,415.7,340.4,66,63,Weightlifting,Easy Run,50
2025-05-12,30,98.0,80,5.86,74.0,57,32,60,63,5,41.3,16.8,96.7,2.5,Easy Run,50,6.99,130,149,6,320,12775,2711,363.3,383.6,61,51,Recovery Walk,Weightlifting,50
2025-05-13,30,98.1,72,6.96,77.0,61,42,77,37,8,41.2,15.4,97.0,3.82,Weightlifting,50,0.0,116,155,6,360,9244,2948,374.7,394.1,64,49,Recovery Walk,Intermediate Run,48
2025-05-14,30,98.0,83,6.09,84.6,59,49,66,55,6,41.4,15.0,96.9,2.9,Intermediate Run,48,6.46,145,178,5,266,11005,2734,315.3,367.4,65,56,Recovery Walk,Weightlifting,47
2025-05-15,30,98.4,88,7.39,79.1,59,37,50,58,7,41.4,15.4,98.0,2.87,Weightlifting,47,0.0,120,171,8,427,6166,2891,351.0,374.3,62,49,Recovery Walk,Tempo Run,39
2025-05-16,30,98.6,81,6.7,87.4,53,48,77,45,7,41.4,15.6,96.7,3.06,Tempo Run,39,5.07,160,179,7,351,10057,2897,348.0,356.3,70,61,Weightlifting,Weightlifting,58
2025-05-17,30,98.6,85,7.38,81.6,58,38,59,53,5,41.5,15.5,97.4,2.89,Weightlifting,58,0.0,125,176,5,370,8647,2693,382.7,362.6,65,62,Easy Run,Long Run,74
2025-05-18,30,98.8,66,6.95,78.6,60,56,59,75,4,41.4,16.1,97.3,2.5,Long Run,74,7.93,148,169,8,730,15208,3751,483.7,403.4,62,47,Rest / Mobility,Rest / Mobility,27
2025-05-19,30,98.8,94,5.93,77.0,57,56,66,47,3,41.4,14.7,96.8,3.31,Rest / Mobility,27,0.0,87,105,1,17,6753,2378,372.3,360.1,74,71,Intermediate Run,Weightlifting,71
2025-05-20,30,98.6,69,5.67,70.0,57,31,69,70,8,41.4,16.0,96.7,3.63,Weightlifting,71,0.0,121,169,5,428,13315,2994,391.7,369.9,56,41,Rest / Mobility,Recovery Ride,55
2025-05-21,30,98.5,74,5.97,81.5,58,54,55,48,5,41.4,15.8,97.1,3.25,Recovery Ride,55,14.98,136,160,4,217,10650,2800,220.7,362.9,65,58,Weightlifting,Weightlifting,70
2025-05-22,30,98.5,69,6.04,74.0,58,42,60,29,7,41.5,16.5,96.6,3.01,Weightlifting,70,0.0,126,156,5,418,10431,3102,354.3,361.6,62,53,Recovery Walk,Intermediate Run,41
2025-05-23,30,98.3,71,6.0,76.0,57,64,68,72,7,41.6,15.8,97.7,2.34,Intermediate Run,41,4.58,138,170,6,299,9209,2803,311.3,354.1,64,56,Recovery Walk,Weightlifting,72
2025-05-24,30,98.0,67,6.46,73.0,62,28,35,61,7,41.7,16.1,96.8,3.15,Weightlifting,72,0.0,126,167,8,704,12465,3559,473.7,401.9,50,35,Rest / Mobility,Easy Run,47
2025-05-25,30,98.0,86,7.3,76.6,60,51,67,70,4,41.7,15.2,97.8,3.17,Easy Run,47,5.93,130,152,4,186,10098,2569,396.3,324.1,68,65,Weightlifting,Rest / Mobility,26
2025-05-26,30,98.0,93,7.18,78.2,55,55,91,24,5,41.4,14.5,97.0,2.8,Rest / Mobility,26,0.0,76,96,2,22,8505,2508,304.0,324.9,80,79,Tempo Run,Weightlifting,44
2025-05-27,30,97.9,75,6.73,74.5,62,50,71,54,9,41.5,15.5,97.3,3.07,Weightlifting,44,0.0,110,161,8,450,8398,2807,219.3,328.0,61,45,Rest / Mobility,Easy Run,37
2025-05-28,30,98.2,78,7.24,83.7,60,49,74,46,6,41.5,15.2,97.0,3.25,Easy Run,37,4.17,139,158,5,200,10252,2713,224.0,325.6,67,60,Weightlifting,Weightlifting,43
2025-05-29,30,98.5,78,6.62,71.8,59,53,71,53,10,41.5,15.0,97.0,3.05,Weightlifting,43,0.0,110,160,6,277,8282,2644,309.0,305.4,63,50,Recovery Walk,Tempo Run,35
